order_id,product_name,quantity,revenue,customer_age,region,purchase_date
1082,Mouse,8,6660.88,50,North,2024-03-22
1083,Keyboard,3,2881.59,41,North,2024-03-23
1084,Wireless Headphones,1,1027.74,61,South,2024-03-24
1085,Keyboard,8,6576.8,28,South,2024-03-25
1086,Keyboard,3,3288.18,34,East,2024-03-26
1089,Keyboard,3,3711.51,42,North,2024-03-29
1090,Laptop,2,1035.34,47,South,2024-03-30
1092,Wireless Headphones,6,1638.0,38,West,2024-04-01
1094,External SSD,2,2876.24,36,North,2024-04-03
1095,Monitor,6,5285.46,36,West,2024-04-04
1096,External SSD,3,4207.38,29,North,2024-04-05
1097,Mouse,4,3535.96,54,North,2024-04-06
1099,Mouse,8,4039.28,34,North,2024-04-08
1100,Keyboard,7,6504.68,54,North,2024-04-09
1101,Smartphone,7,1762.88,65,East,2024-04-10
1102,Wireless Headphones,3,4057.44,56,West,2024-04-11
1103,Monitor,10,12525.3,45,West,2024-04-12
1104,Monitor,10,5104.2,58,South,2024-04-13
1105,Keyboard,3,4294.68,52,North,2024-04-14
1106,Smart Watch,2,2493.08,64,East,2024-04-15
1107,Laptop,1,1016.14,65,North,2024-04-16
1108,Keyboard,7,1585.85,35,North,2024-04-17
1109,Bluetooth Speaker,7,5204.08,31,South,2024-04-18
1110,Laptop,2,1567.72,52,North,2024-04-19
1111,Wireless Headphones,7,2710.4,61,East,2024-04-20
1112,Laptop,8,1327.6,58,East,2024-04-21
1113,Smart Watch,1,1176.25,24,South,2024-04-22
1114,Laptop,9,2042.55,58,North,2024-04-23
1115,Wireless Headphones,7,6382.04,30,East,2024-04-24
1116,Smart Watch,3,4223.549999999999,35,North,2024-04-25
1117,External SSD,8,10562.8,54,North,2024-04-26
1118,Monitor,7,3169.1800000000003,30,North,2024-04-27
1119,Monitor,8,10276.8,53,South,2024-04-28
1122,External SSD,5,4618.5,33,North,2024-05-01
1123,Laptop,3,1736.88,26,East,2024-05-02
1124,Monitor,3,1831.11,26,North,2024-05-03
1126,Tablet,8,2624.64,28,East,2024-05-05
1128,Smart Watch,3,2258.01,50,North,2024-05-07
1129,Monitor,8,9149.36,53,East,2024-05-08
1130,Monitor,8,7586.16,62,West,2024-05-09
1131,Tablet,4,1924.64,40,South,2024-05-10
1132,Monitor,4,2695.96,62,West,2024-05-11
1133,Laptop,5,1487.3,62,West,2024-05-12
1135,Smartphone,5,5924.55,26,South,2024-05-14
1136,External SSD,7,3043.67,41,West,2024-05-15
1138,Smart Watch,7,7369.949999999999,24,West,2024-05-17
1139,Bluetooth Speaker,10,9461.7,53,West,2024-05-18
1140,Tablet,7,6776.84,35,North,2024-05-19
1142,Monitor,7,2711.38,45,North,2024-05-21
1143,Mouse,5,1850.8,23,South,2024-05-22
1145,Wireless Headphones,3,3002.4,61,North,2024-05-24
1146,Wireless Headphones,4,5118.48,38,East,2024-05-25
1147,Mouse,2,2200.52,45,West,2024-05-26
1148,Mouse,2,2397.08,57,East,2024-05-27
1150,Mouse,5,4992.05,53,North,2024-05-29
1151,Laptop,4,2254.56,38,East,2024-05-30
1152,Monitor,10,8119.8,60,South,2024-05-31
1153,Bluetooth Speaker,2,1496.74,52,North,2024-06-01
1155,Mouse,7,4278.82,66,East,2024-06-03
1156,Smart Watch,7,10132.78,27,South,2024-06-04
1157,Wireless Headphones,4,1641.76,61,North,2024-06-05
1158,Laptop,5,1220.1,64,North,2024-06-06
1159,External SSD,5,3284.7000000000003,27,East,2024-06-07
1160,Keyboard,6,7175.9400000000005,63,East,2024-06-08
1161,Bluetooth Speaker,9,8046.99,30,East,2024-06-09
1162,Keyboard,2,2074.82,54,North,2024-06-10
1163,Mouse,5,1625.3,55,South,2024-06-11
1164,Tablet,3,2842.41,41,South,2024-06-12
1165,Wireless Headphones,4,2076.32,19,North,2024-06-13
1166,Wireless Headphones,10,12597.4,39,West,2024-06-14
1167,External SSD,6,5774.88,34,South,2024-06-15
1168,Tablet,8,2706.72,53,East,2024-06-16
1170,Smartphone,10,1118.1999999999998,27,West,2024-06-18
1171,Laptop,8,4708.32,52,South,2024-06-19
1172,Wireless Headphones,7,3048.36,42,West,2024-06-20
1174,Wireless Headphones,2,1548.06,64,South,2024-06-22
1175,Keyboard,3,1307.19,55,South,2024-06-23
1177,Wireless Headphones,9,2109.96,29,East,2024-06-25
1178,Smartphone,8,10430.08,69,North,2024-06-26
1180,Bluetooth Speaker,9,8954.82,46,West,2024-06-28
1181,Monitor,7,8578.43,60,East,2024-06-29
1182,Smart Watch,9,8463.779999999999,42,West,2024-06-30
1183,Wireless Headphones,6,7778.219999999999,53,West,2024-07-01
1184,Wireless Headphones,6,3713.82,43,North,2024-07-02
1185,Laptop,4,5746.08,55,North,2024-07-03
1186,Smartphone,10,2430.6,18,North,2024-07-04
1187,Smart Watch,10,1981.2,37,South,2024-07-05
1188,External SSD,2,2010.2,45,South,2024-07-06
1189,Bluetooth Speaker,7,9919.77,33,North,2024-07-07
1190,Monitor,5,6114.400000000001,64,North,2024-07-08
1193,Keyboard,5,6994.8,45,West,2024-07-11
1194,Wireless Headphones,10,4169.3,29,West,2024-07-12
1195,Bluetooth Speaker,4,4730.8,44,North,2024-07-13
1196,Keyboard,9,11217.96,59,East,2024-07-14
1197,Smart Watch,6,4610.46,64,South,2024-07-15
1198,Tablet,2,1220.42,47,North,2024-07-16
1200,Bluetooth Speaker,5,1895.5,51,East,2024-07-18
1201,Bluetooth Speaker,9,12056.579999999998,54,East,2024-07-19
1202,Wireless Headphones,6,4220.4,23,South,2024-07-20
1203,Mouse,10,13295.7,24,South,2024-07-21
1204,Bluetooth Speaker,7,1422.82,49,West,2024-07-22
1205,Laptop,5,7415.0,49,West,2024-07-23
1206,Tablet,10,6927.5,42,East,2024-07-24
1209,External SSD,9,10188.0,69,West,2024-07-27
1210,Laptop,6,6033.6,29,East,2024-07-28
1211,Laptop,8,9704.72,33,West,2024-07-29
1214,Tablet,5,3937.2,53,South,2024-08-01
1215,Mouse,7,4284.07,30,East,2024-08-02
1216,Wireless Headphones,10,7198.200000000001,24,East,2024-08-03
1217,Keyboard,1,1487.8,53,West,2024-08-04
1218,Monitor,10,14575.9,64,East,2024-08-05
1219,Smartphone,5,7081.799999999999,68,South,2024-08-06
1220,Keyboard,10,11865.7,26,East,2024-08-07
1221,Wireless Headphones,2,1129.04,49,South,2024-08-08
1222,Mouse,6,3885.54,28,South,2024-08-09
1224,Smartphone,3,3762.81,50,North,2024-08-11
1226,External SSD,4,2660.92,42,West,2024-08-13
1228,Monitor,10,7962.5,62,West,2024-08-15
1229,External SSD,5,6767.05,39,South,2024-08-16
1230,Mouse,8,9476.8,21,North,2024-08-17
1231,Tablet,4,1521.48,57,West,2024-08-18
1232,Wireless Headphones,1,1465.19,20,East,2024-08-19
1233,Smartphone,7,7123.62,46,West,2024-08-20
1235,Smart Watch,3,1261.0500000000002,46,West,2024-08-22
1236,Smart Watch,6,2568.18,51,West,2024-08-23
1238,Mouse,7,10092.25,45,South,2024-08-25
1239,Mouse,8,5947.76,30,South,2024-08-26
1240,Laptop,6,8093.58,32,North,2024-08-27
1241,Laptop,6,3103.26,40,West,2024-08-28
1242,Laptop,5,1157.95,61,North,2024-08-29
1243,Tablet,8,5902.32,43,South,2024-08-30
1245,Bluetooth Speaker,10,7547.200000000001,43,West,2024-09-01
1246,Keyboard,4,5537.72,57,South,2024-09-02
1247,Wireless Headphones,4,3220.44,26,West,2024-09-03
1248,Keyboard,3,2831.76,22,North,2024-09-04
1252,Tablet,2,1835.74,28,West,2024-09-08
1253,Bluetooth Speaker,9,1689.93,32,West,2024-09-09
1254,Keyboard,10,5951.900000000001,49,North,2024-09-10
1255,Tablet,2,1695.26,45,East,2024-09-11
1256,Laptop,5,3067.75,39,East,2024-09-12
1257,Mouse,9,2586.06,58,West,2024-09-13
1258,Laptop,9,4023.0,34,North,2024-09-14
1259,Mouse,8,11168.48,43,East,2024-09-15
1260,Smartphone,1,1030.17,61,West,2024-09-16
1263,Bluetooth Speaker,8,11912.0,43,South,2024-09-19
1264,Laptop,10,10236.1,42,North,2024-09-20
1265,Mouse,9,4585.860000000001,27,West,2024-09-21
1266,Tablet,7,9274.58,62,East,2024-09-22
1267,Wireless Headphones,3,1274.19,36,East,2024-09-23
1268,Tablet,3,2516.46,28,East,2024-09-24
1269,Wireless Headphones,2,1944.6,30,North,2024-09-25
1270,Smart Watch,5,1852.7,25,West,2024-09-26
1271,Tablet,3,4406.04,57,South,2024-09-27
1272,Keyboard,6,6809.280000000001,21,West,2024-09-28
1273,Keyboard,2,1717.66,64,South,2024-09-29
1277,Wireless Headphones,1,1142.12,60,South,2024-10-03
1278,Laptop,10,4405.299999999999,18,South,2024-10-04
1279,Bluetooth Speaker,9,7491.24,66,West,2024-10-05
1280,Monitor,7,7738.639999999999,64,South,2024-10-06
1282,Bluetooth Speaker,8,8349.44,55,North,2024-10-08
1284,Laptop,8,11595.52,64,South,2024-10-10
1285,Bluetooth Speaker,5,3790.85,48,West,2024-10-11
1287,Smartphone,7,3825.22,63,West,2024-10-13
1288,Smart Watch,5,3247.25,67,East,2024-10-14
1289,Wireless Headphones,6,6896.219999999999,43,North,2024-10-15
1290,Wireless Headphones,6,6767.76,66,West,2024-10-16
1291,Smart Watch,8,7498.48,67,North,2024-10-17
1292,Laptop,9,1832.4,22,East,2024-10-18
1294,Laptop,9,1673.55,69,South,2024-10-20
1295,Wireless Headphones,10,8869.0,58,South,2024-10-21
1296,Wireless Headphones,9,11896.65,28,West,2024-10-22
1297,Smart Watch,10,6790.1,50,South,2024-10-23
1298,Bluetooth Speaker,10,2832.3,67,West,2024-10-24
1299,Laptop,7,6014.12,55,East,2024-10-25
1300,Mouse,1,1227.04,44,East,2024-10-26
1301,Smart Watch,7,7878.360000000001,51,West,2024-10-27
1302,Keyboard,10,13281.0,32,North,2024-10-28
1303,Wireless Headphones,5,2264.8,49,South,2024-10-29
1304,Smart Watch,6,1987.38,38,South,2024-10-30
1305,Laptop,10,13257.3,63,South,2024-10-31
1306,Wireless Headphones,7,7024.22,22,West,2024-11-01
1307,Tablet,5,2504.25,23,East,2024-11-02
1308,Smart Watch,7,7884.800000000001,55,South,2024-11-03
1309,Monitor,9,11087.28,39,East,2024-11-04
1310,Wireless Headphones,3,2825.16,35,South,2024-11-05
1311,Laptop,8,8379.44,31,South,2024-11-06
1312,Smartphone,2,1188.26,27,West,2024-11-07
1313,Mouse,7,5817.77,63,North,2024-11-08
1314,External SSD,2,1620.06,30,West,2024-11-09
1315,Bluetooth Speaker,4,5118.68,48,South,2024-11-10
1316,External SSD,7,8875.65,47,South,2024-11-11
1317,Laptop,3,3772.17,20,North,2024-11-12
1319,Keyboard,10,11368.4,23,East,2024-11-14
1320,Smartphone,7,8050.559999999999,46,South,2024-11-15
1321,Bluetooth Speaker,1,1033.65,25,East,2024-11-16
1322,Monitor,8,9172.64,61,South,2024-11-17
1323,Smartphone,3,3812.58,62,North,2024-11-18
1324,External SSD,2,1463.92,60,North,2024-11-19
1325,Smartphone,3,2333.91,61,South,2024-11-20
1326,External SSD,5,1154.2,50,North,2024-11-21
1327,Wireless Headphones,8,4870.4,34,West,2024-11-22
1328,Keyboard,10,9828.8,65,West,2024-11-23
1329,Wireless Headphones,7,8271.06,28,North,2024-11-24
1330,Mouse,7,2554.65,30,South,2024-11-25
1331,Bluetooth Speaker,7,1748.88,67,South,2024-11-26
1332,Monitor,8,8091.28,28,North,2024-11-27
1334,Monitor,4,1234.56,45,West,2024-11-29
1336,Laptop,9,2627.82,23,South,2024-12-01
1339,Keyboard,10,6333.7,21,North,2024-12-04
1340,External SSD,2,2635.36,52,East,2024-12-05
1341,Monitor,7,5527.62,65,East,2024-12-06
1342,Mouse,3,3296.82,43,West,2024-12-07
1343,Tablet,10,2010.0,29,West,2024-12-08
1345,Wireless Headphones,7,7484.889999999999,54,East,2024-12-10
1347,Laptop,3,2266.71,35,West,2024-12-12
1348,Monitor,7,6433.63,36,West,2024-12-13
1349,Smartphone,4,3692.44,40,South,2024-12-14
1351,Monitor,5,2585.3,35,West,2024-12-16
1352,Bluetooth Speaker,9,8756.19,43,West,2024-12-17
1353,Laptop,8,2128.4,23,North,2024-12-18
1354,Mouse,9,9525.15,21,West,2024-12-19
1355,External SSD,10,11315.9,61,West,2024-12-20
1356,Bluetooth Speaker,9,13264.74,68,North,2024-12-21
1357,External SSD,7,2479.89,46,North,2024-12-22
1358,External SSD,4,4985.76,51,East,2024-12-23
1359,Bluetooth Speaker,5,4022.15,34,South,2024-12-24
1362,External SSD,3,3349.44,33,North,2024-12-27
1363,Bluetooth Speaker,8,3135.92,19,West,2024-12-28
1364,Bluetooth Speaker,2,1177.12,51,East,2024-12-29
1366,Wireless Headphones,2,2423.96,30,North,2024-12-31
1367,Keyboard,5,5807.75,59,West,2025-01-01
1368,Smart Watch,9,10023.66,25,West,2025-01-02
1370,Monitor,5,1507.75,49,South,2025-01-04
1371,Tablet,9,8770.050000000001,53,West,2025-01-05
1373,Tablet,9,2776.2300000000005,47,North,2025-01-07
1374,Laptop,8,8356.56,18,West,2025-01-08
1375,Monitor,4,5948.52,60,South,2025-01-09
1376,Keyboard,10,11334.7,56,East,2025-01-10
1377,Tablet,5,5614.9,34,West,2025-01-11
1378,Smartphone,5,7139.75,37,West,2025-01-12
1379,External SSD,6,2065.56,41,East,2025-01-13
1380,Laptop,7,6090.349999999999,67,North,2025-01-14
1381,Wireless Headphones,8,11763.92,39,East,2025-01-15
1382,Keyboard,8,2317.44,46,West,2025-01-16
1383,Laptop,2,2130.74,39,North,2025-01-17
1384,External SSD,9,8094.78,61,South,2025-01-18
1385,Monitor,7,6302.73,26,South,2025-01-19
1386,External SSD,4,4246.48,54,South,2025-01-20
1387,Smart Watch,4,5591.76,27,West,2025-01-21
1388,External SSD,8,9477.92,53,East,2025-01-22
1390,Monitor,6,7718.76,45,South,2025-01-24
1391,Mouse,5,1885.15,45,North,2025-01-25
1392,Smart Watch,3,1789.59,59,West,2025-01-26
1393,Wireless Headphones,10,7195.1,60,South,2025-01-27
1394,External SSD,2,1494.62,38,West,2025-01-28
1395,External SSD,9,6129.09,41,East,2025-01-29
1396,Wireless Headphones,10,14091.6,59,West,2025-01-30
1397,Smartphone,9,9663.57,57,West,2025-01-31
1399,Mouse,10,1222.7,25,North,2025-02-02
1400,Keyboard,3,4082.01,65,East,2025-02-03
1401,Smart Watch,8,10948.96,44,East,2025-02-04
1402,Wireless Headphones,6,7087.86,39,West,2025-02-05
1405,Bluetooth Speaker,6,2259.42,46,East,2025-02-08
1406,Monitor,7,1683.22,20,North,2025-02-09
1408,External SSD,9,12490.2,30,East,2025-02-11
1409,Laptop,3,2203.4700000000003,62,East,2025-02-12
1411,Bluetooth Speaker,10,4599.8,53,West,2025-02-14
1413,Smart Watch,10,1026.2,44,North,2025-02-16
1414,Wireless Headphones,3,1349.37,51,North,2025-02-17
1416,Smart Watch,2,2382.66,18,West,2025-02-19
1417,External SSD,1,1463.51,49,East,2025-02-20
1418,External SSD,8,4706.0,42,East,2025-02-21
1419,Smart Watch,3,2015.67,46,North,2025-02-22
1420,Monitor,3,3824.82,24,East,2025-02-23
1421,Tablet,6,2632.8,66,South,2025-02-24
1422,Wireless Headphones,8,2214.0,20,East,2025-02-25
1423,Smart Watch,9,11582.82,37,South,2025-02-26
1424,Monitor,9,1056.87,37,East,2025-02-27
1425,External SSD,4,3794.24,47,West,2025-02-28
1426,External SSD,5,4324.45,52,West,2025-03-01
1427,Bluetooth Speaker,2,1103.16,52,North,2025-03-02
1428,Smart Watch,9,4563.18,66,East,2025-03-03
1429,Tablet,8,9353.52,56,South,2025-03-04
1431,Tablet,9,3540.06,43,East,2025-03-06
1432,External SSD,3,3336.15,31,South,2025-03-07
1433,External SSD,9,7605.539999999999,34,West,2025-03-08
1435,External SSD,10,13291.0,62,North,2025-03-10
1436,Wireless Headphones,9,5584.5,69,West,2025-03-11
1437,Keyboard,8,10003.28,46,West,2025-03-12
1438,Smart Watch,9,10729.62,37,West,2025-03-13
1439,Tablet,5,4777.099999999999,44,East,2025-03-14
1440,Keyboard,2,1534.0,35,East,2025-03-15
1441,Monitor,8,11762.8,21,West,2025-03-16
1442,Smartphone,6,1561.1999999999998,18,East,2025-03-17
1443,Wireless Headphones,8,8811.84,67,South,2025-03-18
1444,Tablet,5,1636.15,18,East,2025-03-19
1445,Keyboard,10,5404.8,43,East,2025-03-20
1447,Laptop,6,8539.2,37,North,2025-03-22
1448,Wireless Headphones,5,7263.35,69,North,2025-03-23
1449,Wireless Headphones,5,1576.85,40,North,2025-03-24
1451,Smart Watch,2,2188.02,28,East,2025-03-26
1452,Laptop,8,5248.72,58,North,2025-03-27
1454,Wireless Headphones,10,10414.4,22,North,2025-03-29
1455,Keyboard,3,2521.2,18,North,2025-03-30
1456,External SSD,8,11774.0,34,East,2025-03-31
1457,Smartphone,8,3037.92,39,East,2025-04-01
1458,Laptop,2,1271.54,51,East,2025-04-02
1459,Smartphone,8,6693.52,62,South,2025-04-03
1460,Laptop,1,1197.96,58,South,2025-04-04
1461,Monitor,6,5074.92,46,North,2025-04-05
1462,Wireless Headphones,8,7509.68,21,East,2025-04-06
1463,External SSD,3,1133.73,22,North,2025-04-07
1464,Keyboard,8,10224.24,28,West,2025-04-08
1466,External SSD,9,2289.51,38,East,2025-04-10
1467,External SSD,9,9117.63,52,East,2025-04-11
1468,Smartphone,5,1816.65,29,West,2025-04-12
1469,Laptop,10,1914.7,43,East,2025-04-13
1470,Mouse,4,5199.52,68,South,2025-04-14
1471,Monitor,6,4303.4400000000005,36,South,2025-04-15
1472,Tablet,7,7955.22,62,East,2025-04-16
1473,External SSD,5,2356.75,24,West,2025-04-17
1474,Smart Watch,10,11911.1,64,North,2025-04-18
1475,Smartphone,9,1910.79,24,East,2025-04-19
1476,Keyboard,3,1698.48,43,East,2025-04-20
1477,Tablet,7,10277.33,57,North,2025-04-21
1478,Mouse,10,12012.9,22,East,2025-04-22
1479,Smart Watch,10,7710.2,38,North,2025-04-23
1480,Mouse,5,2713.4,31,West,2025-04-24
1481,Tablet,7,9202.2,21,South,2025-04-25
1482,External SSD,2,1680.06,40,West,2025-04-26
1483,Smart Watch,4,4598.88,59,South,2025-04-27
1484,Mouse,2,2286.92,37,North,2025-04-28
1487,Wireless Headphones,1,1006.46,69,South,2025-05-01
1488,Laptop,9,2559.15,62,North,2025-05-02
1490,Smartphone,8,11381.04,25,East,2025-05-04
1491,Wireless Headphones,2,1724.52,58,West,2025-05-05
1492,Monitor,8,9108.48,65,East,2025-05-06
1493,Keyboard,3,2577.21,36,North,2025-05-07
1494,Monitor,6,5106.84,65,South,2025-05-08
1496,Wireless Headphones,7,3838.17,63,East,2025-05-10
1497,Monitor,10,4595.2,45,South,2025-05-11
1498,Monitor,9,5549.039999999999,63,South,2025-05-12
1499,Mouse,2,2415.2,44,West,2025-05-13
1500,Laptop,5,2946.5,21,East,2025-05-14
1501,Mouse,6,4229.76,32,East,2025-05-15
1502,Wireless Headphones,4,2504.8,52,North,2025-05-16
1504,Tablet,4,2758.2,18,North,2025-05-18
1506,Bluetooth Speaker,4,1283.0,64,North,2025-05-20
1508,Wireless Headphones,6,3403.0199999999995,44,East,2025-05-22
1509,Tablet,1,1148.35,57,North,2025-05-23
1510,Mouse,10,4508.4,53,North,2025-05-24
1511,Laptop,6,3017.46,51,South,2025-05-25
1513,Monitor,6,2003.82,41,South,2025-05-27
1514,Tablet,10,13505.9,41,East,2025-05-28
1515,Laptop,8,6434.24,59,North,2025-05-29
1516,External SSD,2,1398.04,21,West,2025-05-30
1517,Smart Watch,2,1717.68,20,East,2025-05-31
1518,Smart Watch,4,1163.0,51,West,2025-06-01
1519,Laptop,3,2818.62,66,North,2025-06-02
1520,Mouse,4,2306.0,40,East,2025-06-03
1521,Tablet,7,9456.44,69,West,2025-06-04
1523,Tablet,6,4711.32,62,South,2025-06-06
1524,Smart Watch,3,2751.78,22,South,2025-06-07
1526,Mouse,7,4041.52,58,East,2025-06-09
1527,Monitor,10,11123.2,23,North,2025-06-10
1528,Smart Watch,2,2479.1,54,North,2025-06-11
1529,External SSD,2,1008.16,27,South,2025-06-12
1530,External SSD,4,4831.84,57,South,2025-06-13
1531,Monitor,1,1453.25,24,South,2025-06-14
1532,External SSD,3,3877.41,56,West,2025-06-15
1533,Smart Watch,9,1985.22,55,South,2025-06-16
1534,Laptop,7,7858.269999999999,38,West,2025-06-17
1535,Monitor,7,3594.64,37,North,2025-06-18
1536,Smartphone,4,5932.8,20,East,2025-06-19
1537,Mouse,2,1507.54,68,East,2025-06-20
1539,External SSD,6,6609.12,64,East,2025-06-22
1540,Wireless Headphones,3,1555.11,21,West,2025-06-23
1541,Bluetooth Speaker,1,1495.76,45,West,2025-06-24
1542,Monitor,8,11765.44,29,South,2025-06-25
1543,Keyboard,5,5006.95,55,West,2025-06-26
1544,External SSD,5,1191.25,68,South,2025-06-27
1545,Mouse,4,4183.8,53,South,2025-06-28
1546,Smartphone,6,1109.34,64,East,2025-06-29
1548,Smartphone,9,11189.61,22,West,2025-07-01
1549,Smart Watch,5,1770.6999999999998,30,South,2025-07-02
1550,Smart Watch,3,1798.77,40,South,2025-07-03
1551,Bluetooth Speaker,1,1461.51,67,North,2025-07-04
1552,Laptop,10,5384.2,47,North,2025-07-05
1553,Keyboard,6,2879.46,54,South,2025-07-06
1554,Wireless Headphones,2,2762.8,42,North,2025-07-07
1556,Tablet,1,1151.39,44,South,2025-07-09
1557,Wireless Headphones,9,13344.3,68,South,2025-07-10
1558,Monitor,8,10855.04,31,West,2025-07-11
1559,Mouse,2,1989.84,65,South,2025-07-12
1560,Tablet,8,4043.12,64,South,2025-07-13
1561,Tablet,9,3768.93,53,East,2025-07-14
1562,Bluetooth Speaker,1,1237.92,56,West,2025-07-15
1563,Laptop,5,6628.7,33,West,2025-07-16
1564,Bluetooth Speaker,8,6495.04,39,West,2025-07-17
1567,External SSD,7,1234.87,25,West,2025-07-20
1568,Laptop,3,3277.9800000000005,66,West,2025-07-21
1569,Monitor,5,3295.85,33,North,2025-07-22
1570,Laptop,8,10902.16,48,West,2025-07-23
1571,Smartphone,10,11225.2,59,South,2025-07-24
1573,Tablet,4,3759.92,49,North,2025-07-26
1574,Keyboard,9,6133.32,51,West,2025-07-27
1575,Mouse,7,6209.07,26,West,2025-07-28
1576,Monitor,1,1120.2,34,West,2025-07-29
1577,Wireless Headphones,4,4875.92,28,East,2025-07-30
1578,Laptop,4,5093.68,49,West,2025-07-31
1579,Mouse,9,3764.34,27,South,2025-08-01
1581,Mouse,9,10097.82,34,East,2025-08-03
1582,Keyboard,6,1225.1999999999998,21,East,2025-08-04
1583,Wireless Headphones,6,3039.78,65,West,2025-08-05
1585,Smart Watch,5,5192.1,64,East,2025-08-07
1587,External SSD,8,8001.28,38,West,2025-08-09
1588,Smart Watch,8,11904.24,54,West,2025-08-10
1590,Smart Watch,8,1294.08,66,North,2025-08-12
1591,Smart Watch,5,2717.75,18,East,2025-08-13
1592,Tablet,2,2612.52,42,West,2025-08-14
1594,Laptop,6,3435.3,53,East,2025-08-16
1595,Tablet,9,1343.97,34,North,2025-08-17
1596,Mouse,1,1156.58,58,East,2025-08-18
1597,Smartphone,6,3852.24,41,East,2025-08-19
1598,Mouse,9,10358.19,19,West,2025-08-20
1599,Wireless Headphones,8,10881.84,57,North,2025-08-21
1600,Wireless Headphones,6,2325.06,32,South,2025-08-22
1601,Smart Watch,3,3662.16,49,North,2025-08-23
1602,Bluetooth Speaker,8,1085.52,56,East,2025-08-24
1603,Bluetooth Speaker,9,12179.97,23,East,2025-08-25
1605,Monitor,9,11858.670000000002,64,North,2025-08-27
1607,External SSD,6,1771.02,56,East,2025-08-29
1608,Keyboard,4,2460.6,34,East,2025-08-30
1610,Keyboard,10,3787.6,58,South,2025-09-01
1611,Smart Watch,8,4826.72,46,South,2025-09-02
1614,Tablet,2,2426.82,23,East,2025-09-05
1617,External SSD,9,5949.81,69,West,2025-09-08
1619,Smart Watch,4,5804.2,34,North,2025-09-10
1620,Mouse,10,2348.1,66,West,2025-09-11
1621,Tablet,6,6456.900000000001,29,South,2025-09-12
